,Date,Team,Acquired,Relinquished,Notes
16,2015-01-22,Bears,• Frank Smith (d),,hired as tight ends coach
17,2015-01-22,Bears,• Jason George,,hired as strength and conditioning coach
18,2015-01-23,Bears,• Dowell Loggains,,hired as quarterbacks coach
19,2015-01-23,Bears,• Glenn Pires,,hired as linebackers coach
20,2015-01-24,Bears,• Bo Hardegree,,hired as offensive assistant coach
21,2015-01-25,Bears,• Jay Rodgers,,hired as defensive line coach
22,2015-01-27,Bears,,• Brendan Nugent,fired as offensive quality control coach
23,2015-01-27,Bears,,• Carson Walch,fired as offensive quality control coach
24,2015-01-27,Bears,• Clint Hurtt,,promoted to outside linebackers coach
25,2015-01-27,Bears,• John Chiles,,signed free agent to a future contract
1,2015-01-29,Bears,• Mike Groh,,re-signed as wide receivers coach to a 2-year contract extension through 2016
2,2015-01-30,Bears,• DeDe Lattimore,,re-signed to a 2-year contract extension through 2016
3,2015-02-02,Bears,• Brandon Marshall (Tyrone),,activated from IR
4,2015-02-02,Bears,• Brian De La Puente,,activated from IR
5,2015-02-02,Bears,• Charles Tillman,,activated from IR
6,2015-02-02,Bears,• Darryl Sharpton,,activated from IR
7,2015-02-02,Bears,• Genos Williams / D.J. Williams,,activated from IR
8,2015-02-02,Bears,• Lamarr Houston,,activated from IR
9,2015-02-02,Bears,• Lance Briggs,,activated from IR
10,2015-02-02,Bears,• Matt Slauson,,activated from IR
11,2015-02-02,Bears,• Willie Young (James),,activated from IR
12,2015-02-02,Bears,• Zach Miller (Scott),,activated from IR
13,2015-02-04,Bears,• Al Louis-Jean,,re-signed to a 2-year contract extension through 2016
14,2015-02-05,Bears,• Stan Drayton,,hired as running backs coach
15,2015-02-11,Bears,• Ben Wilkerson,,hired as assistant offensive line coach
16,2015-02-20,Bears,• Demontre Hurst,,re-signed to a 2-year contract extension through 2016
17,2015-02-27,Bears,• Zach Miller (Scott),,re-signed to a 1-year contract extension through 2017
18,2015-03-06,Bears,• Jimmy Clausen,,re-signed to a 1-year contract extension
19,2015-03-10,Bears,,• Brian De La Puente,player became an unrestricted free agent
20,2015-03-10,Bears,,• Charles Tillman,player became an unrestricted free agent
21,2015-03-10,Bears,,• Chris Conte,player became an unrestricted free agent
22,2015-03-10,Bears,,• Danny McCray,player became an unrestricted free agent
23,2015-03-10,Bears,,• Dante Rosario,player became an unrestricted free agent
24,2015-03-10,Bears,,• Darryl Sharpton,player became an unrestricted free agent
25,2015-03-10,Bears,,• Eben Britton,player became an unrestricted free agent
1,2015-03-10,Bears,,• Genos Williams / D.J. Williams,player became an unrestricted free agent
2,2015-03-10,Bears,,• Jay Feely,player became an unrestricted free agent
3,2015-03-10,Bears,,• Jeremy Cain,player became an unrestricted free agent
4,2015-03-10,Bears,,• Josh Morgan,player became an unrestricted free agent
5,2015-03-10,Bears,,• Lance Briggs,player became an unrestricted free agent
6,2015-03-10,Bears,,• Montell Owens,player became an unrestricted free agent
7,2015-03-10,Bears,,• Sherrick McManis,player became an unrestricted free agent
8,2015-03-10,Bears,,• Stephen Paea,player became an unrestricted free agent
9,2015-03-10,Bears,,• Trevor Scott,player became an unrestricted free agent
10,2015-03-10,Bears,• 2015 fifth round pick (#142-Adrian Amos),• Brandon Marshall (Tyrone)  • 2015 seventh round pick (#224-Bryce Hager),trade with Jets
11,2015-03-11,Bears,• Pernell McPhee,,signed unrestricted free agent to a 5-year contract
12,2015-03-12,Bears,• Antrel Rolle,,signed unrestricted free agent to a 3-year contract through 2017
13,2015-03-12,Bears,• Eddie Royal,,signed unrestricted free agent to a 3-year contract
14,2015-03-17,Bears,• Vladimir Ducasse,,signed unrestricted free agent to a 1-year contract
15,2015-03-18,Bears,• Thomas Gafford,,signed unrestricted free agent to a 1-year contract
16,2015-03-20,Bears,• Dante Rosario,,re-signed unrestricted free agent to a 1-year contract
17,2015-03-25,Bears,• Jarvis Jenkins,,signed unrestricted free agent to a 1-year contract
18,2015-03-26,Bears,• Mason Foster,,signed unrestricted free agent to a 1-year contract
19,2015-03-27,Bears,• Alan Ball,,signed unrestricted free agent to a 1-year contract
20,2015-03-27,Bears,• Ray McDonald (Antoine),,signed free agent to a 1-year contract
21,2015-04-01,Bears,• Jacquizz Rodgers,,signed unrestricted free agent to a 1-year contract
22,2015-04-01,Bears,• Sam Acho,,signed unrestricted free agent to a 1-year contract
23,2015-04-01,Bears,• Sherrick McManis,,re-signed unrestricted free agent to a 1-year contract
24,2015-04-02,Bears,,• Anthony Walters,released
25,2015-04-02,Bears,,• Roberto Garza,released
1,2015-04-03,Bears,• Will Montgomery,,signed unrestricted free agent to a 1-year contract
2,2015-04-23,Bears,• Bear Pascoe,,signed unrestricted free agent to a 1-year contract
3,2015-04-29,Bears,,• Shea McClellin,team declined contract option for 2016
4,2015-04-30,Bears,• Malcolm Bronson,,signed free agent to a 2-year contract through 2016
5,2015-04-30,Bears,• Kevin White (Romone),,2015 NFL draft first round pick (#7 overall)
6,2015-05-01,Bears,• Eddie Goldman,,2015 NFL draft second round pick (#39 overall)
7,2015-05-01,Bears,• Hroniss Grasu,,2015 NFL draft third round pick (#71 overall)
8,2015-05-02,Bears,• Jeremy Langford,,2015 NFL draft fourth round pick (#106 overall)
9,2015-05-02,Bears,• Adrian Amos,,2015 NFL draft fifth round pick (#142 overall)
10,2015-05-02,Bears,• Tayo Fabuluje,,2015 NFL draft sixth round pick (#183 overall)
11,2015-05-03,Bears,• Chad Hamilton,,signed undrafted free agent
12,2015-05-03,Bears,• Jeremiah Detmer,,signed undrafted free agent
13,2015-05-05,Bears,• Adrian Amos,,signed fifth round pick to a 4-year contract through 2018
14,2015-05-05,Bears,• Jeremy Langford,,signed fourth round pick to a 4-year contract through 2018
15,2015-05-05,Bears,• Paul Cornick,,claimed off waivers (from Broncos)
16,2015-05-05,Bears,• Tayo Fabuluje,,signed sixth round pick to a 4-year contract through 2018
17,2015-05-06,Bears,• Eddie Goldman,,signed second round pick to a 4-year contract through 2018
18,2015-05-06,Bears,• Kevin White (Romone),,signed first round pick to a 4-year contract through 2018 with a 1-year team option for 2019
19,2015-05-07,Bears,,• Paul Cornick,waived
20,2015-05-08,Bears,,• Paul Cornick,released
21,2015-05-08,Bears,• Anthony Jefferson,,signed undrafted free agent
22,2015-05-08,Bears,• Brian Vogler,,signed undrafted free agent
23,2015-05-08,Bears,• Bryce Callahan,,signed undrafted free agent
24,2015-05-08,Bears,• Cameron Jefferson,,signed undrafted free agent
25,2015-05-08,Bears,• Cameron Meredith,,signed undrafted free agent
1,2015-05-08,Bears,• Hroniss Grasu,,signed third round pick to a 4-year contract through 2018
2,2015-05-08,Bears,• Jacoby Glenn,,signed undrafted free agent
3,2015-05-08,Bears,• John Timu,,signed undrafted free agent
4,2015-05-08,Bears,• Jonathan Anderson,,signed undrafted free agent
5,2015-05-08,Bears,• Levi Norwood,,signed undrafted free agent
6,2015-05-08,Bears,• Olsen Pierre,,signed undrafted free agent
7,2015-05-08,Bears,• Qumain Black,,signed undrafted free agent
8,2015-05-08,Bears,• Rick Lovato,,signed undrafted free agent
9,2015-05-08,Bears,• Shane Carden,,signed undrafted free agent
10,2015-05-11,Bears,,• Austen Lane,released
11,2015-05-11,Bears,,• Khaseem Greene,waived
12,2015-05-11,Bears,• Chris Pantale,,claimed off waivers (from Jets)
13,2015-05-11,Bears,• Kyle Woestmann,,signed undrafted free agent
14,2015-05-11,Bears,• Pat Devlin,,signed free agent to a 1-year contract
15,2015-05-11,Bears,• Terry Williams (Fitzgerald),,signed undrafted free agent
16,2015-05-15,Bears,• Anthony Kelly / Champ Kelly,,hired as director of pro scouting
17,2015-05-15,Bears,• Christopher Prescott,,hired as area scout
18,2015-05-15,Bears,• Joe Douglas (a),,hired as director of college scouting
19,2015-05-25,Bears,,• Ray McDonald (Antoine),arrested on charges of misdemeanor domestic violence and child endangerment
20,2015-05-26,Bears,,• Ray McDonald (Antoine),released
21,2015-06-08,Bears,,• Jamil Merrell,waived
22,2015-06-08,Bears,• Emughedi Umodu / Ify Umodu,,signed undrafted free agent to a 3-year contract
23,2015-06-08,Bears,• Tracy Porter (O'Neil),,signed free agent to a 1-year contract
24,2015-06-09,Bears,,• Jamil Merrell,released
25,2015-06-18,Bears,,• Jacob Maxwell,waived
1,2015-06-18,Bears,,• Jeremiah Detmer,waived
2,2015-06-18,Bears,,• Pat Devlin,waived
3,2015-06-18,Bears,• Daniel Thomas,,signed unrestricted free agent to a 1-year contract
4,2015-06-18,Bears,• Sherrod Martin,,signed unrestricted free agent to a 1-year contract
5,2015-06-19,Bears,,• Jacob Maxwell,released
6,2015-06-19,Bears,,• Pat Devlin,released
7,2015-07-01,Bears,• Jenn Gibson,,hired as sport science coordinator & sport dietitian
8,2015-07-01,Bears,• Jerry Butler,,hired as director of player development (date approximate)
9,2015-07-01,Bears,• Joseph Laine,,hired as director of football administration
10,2015-07-01,Bears,• Nate Breske,,hired as head athletic trainer (date approximate)
11,2015-07-28,Bears,,• Jonathan Brown (a),waived
12,2015-07-28,Bears,• A.J. Cruz,,signed free agent to a 3-year contract
13,2015-07-28,Bears,• David Carter (b. 1987-12-10),,signed free agent to a 1-year contract
14,2015-07-29,Bears,,• Chad Hamilton,retired
15,2015-07-29,Bears,,• Jonathan Brown (a),released
16,2015-08-01,Bears,• Tyler Moore (b),,signed undrafted free agent
17,2015-08-03,Bears,,• Demontre Hurst,placed on IR with undisclosed injury
18,2015-08-06,Bears,,• Brian Vogler,waived-injured
19,2015-08-06,Bears,• Kevin Greene (b),,signed free agent to a 1-year contract
20,2015-08-07,Bears,,• Brian Vogler,placed on IR with foot injury
21,2015-08-10,Bears,• Matt Wells,• Ryan Groy,trade with Patriots
22,2015-08-11,Bears,• Brian Vogler,,activated from IR
23,2015-08-11,Bears,,• Brian Vogler,waived (injury settlement)
24,2015-08-12,Bears,,• Brian Vogler,released
25,2015-08-15,Bears,,• DeDe Lattimore,waived
1,2015-08-15,Bears,• Jeremy Kelley,,signed free agent to a 1-year contract
2,2015-08-15,Bears,• Jeremy Kelly,,signed to a 1-year contract
3,2015-08-17,Bears,,• DeDe Lattimore,released
4,2015-08-24,Bears,,• Jason Weaver,waived-injured
5,2015-08-24,Bears,,• Jeremiah Ratliff / Jay Ratliff,suspended by NFL for 3 games for violating the league's substance abuse policy
6,2015-08-24,Bears,• Lucas Nix,,signed free agent to a 1-year contract
7,2015-08-25,Bears,,• Jason Weaver,placed on IR with undisclosed injury
8,2015-08-30,Bears,,• Chris Pantale,waived (non-football illness)
9,2015-08-30,Bears,,• Ryan Mundy,placed on IR with hip injury
10,2015-08-31,Bears,,• Al Louis-Jean,waived
11,2015-08-31,Bears,,• Cameron Jefferson,waived
12,2015-08-31,Bears,,• Daniel Thomas,released
13,2015-08-31,Bears,,• Jeremy Kelley,waived
14,2015-08-31,Bears,,• John Chiles,waived-injured
15,2015-08-31,Bears,,• Kevin Greene (b),waived
16,2015-08-31,Bears,,• Kevin White (Romone),placed on reserve/physically unable to perform list with stress fracture in shin
17,2015-08-31,Bears,,• Levi Norwood,waived
18,2015-08-31,Bears,,• Malcolm Bronson,waived
19,2015-08-31,Bears,,• Olsen Pierre,waived
20,2015-08-31,Bears,,• Rick Lovato,waived
21,2015-08-31,Bears,,• Tim Jennings,released
22,2015-09-01,Bears,,• Al Louis-Jean,released
23,2015-09-01,Bears,,• Cameron Jefferson,released
24,2015-09-01,Bears,,• Chris Pantale,released
25,2015-09-01,Bears,,• Jeremy Kelley,released
1,2015-09-01,Bears,,• John Chiles,placed on IR with concussion
2,2015-09-01,Bears,,• Kevin Greene (b),released
3,2015-09-01,Bears,,• Levi Norwood,released
4,2015-09-01,Bears,,• Lucas Nix,waived
5,2015-09-01,Bears,,• Malcolm Bronson,released
6,2015-09-01,Bears,,• Olsen Pierre,released
7,2015-09-01,Bears,,• Rick Lovato,released
8,2015-09-01,Bears,,• Senorise Perry,placed on IR with foot injury
9,2015-09-01,Bears,,• Shane Carden,waived
10,2015-09-01,Bears,• Gannon Sinclair,,claimed off waivers (from Cardinals)
11,2015-09-01,Bears,• Zac Dysert,,claimed off waivers (from Broncos)
12,2015-09-02,Bears,,• Blake Annen,waived
13,2015-09-02,Bears,,• Lucas Nix,released
14,2015-09-02,Bears,,• Shane Carden,released
15,2015-09-02,Bears,• Khari Lee,• 2017 sixth round pick (#188-Elijah McGuire),trade with Texans
16,2015-09-03,Bears,,• Blake Annen,released
17,2015-09-05,Bears,,• A.J. Cruz,waived-injured
18,2015-09-05,Bears,,• Anthony Jefferson,placed on IR with undisclosed injury
19,2015-09-05,Bears,,• Bear Pascoe,released
20,2015-09-05,Bears,,• Brandon Dunn,waived
21,2015-09-05,Bears,,• Conor Boffeli,waived
22,2015-09-05,Bears,,• Dante Rosario,released
23,2015-09-05,Bears,,• David Bass,waived
24,2015-09-05,Bears,,• David Carter (b. 1987-12-10),released
25,2015-09-05,Bears,,• Emughedi Umodu / Ify Umodu,waived
1,2015-09-05,Bears,,• Gannon Sinclair,waived
2,2015-09-05,Bears,,• Jacoby Glenn,waived
3,2015-09-05,Bears,,• Jeremiah Ratliff / Jay Ratliff,placed on reserve/suspended list
4,2015-09-05,Bears,,• Jonathan Anderson,waived
5,2015-09-05,Bears,,• Kyle Woestmann,waived
6,2015-09-05,Bears,,• Mason Foster,released
7,2015-09-05,Bears,,• Matt Wells,waived
8,2015-09-05,Bears,,• Michael Ola,waived
9,2015-09-05,Bears,,• Qumain Black,waived
10,2015-09-05,Bears,,• Rashad Lawrence,waived
11,2015-09-05,Bears,,• Terry Williams (Fitzgerald),waived
12,2015-09-05,Bears,,• Tyler Moore (b),waived
13,2015-09-05,Bears,,• Zac Dysert,waived
14,2015-09-06,Bears,,• A.J. Cruz,placed on IR with undisclosed injury
15,2015-09-06,Bears,,• Brandon Dunn,released
16,2015-09-06,Bears,,• Conor Boffeli,released
17,2015-09-06,Bears,,• Emughedi Umodu / Ify Umodu,released
18,2015-09-06,Bears,,• Gannon Sinclair,released
19,2015-09-06,Bears,,• Jacoby Glenn,released
20,2015-09-06,Bears,,• Jonathan Anderson,released
21,2015-09-06,Bears,,• Jordan Mills,waived
22,2015-09-06,Bears,,• Kyle Woestmann,released
23,2015-09-06,Bears,,• Matt Wells,released
24,2015-09-06,Bears,,• Michael Ola,released
25,2015-09-06,Bears,,• Qumain Black,released
1,2015-09-06,Bears,,• Rashad Lawrence,released
2,2015-09-06,Bears,,• Sherrod Martin,released
3,2015-09-06,Bears,,• Terry Williams (Fitzgerald),released
4,2015-09-06,Bears,,• Tyler Moore (b),released
5,2015-09-06,Bears,,• Zac Dysert,released
6,2015-09-06,Bears,• Harold Jones-Quartey,,claimed off waivers (from Cardinals)
7,2015-09-06,Bears,• Patrick Omameh,,claimed off waivers (from Buccaneers)
8,2015-09-07,Bears,• Brandon Dunn,,signed free agent to practice squad
9,2015-09-07,Bears,• Emughedi Umodu / Ify Umodu,,signed free agent to practice squad
10,2015-09-07,Bears,• Gannon Sinclair,,signed free agent to practice squad
11,2015-09-07,Bears,• Jacoby Glenn,,signed free agent to practice squad
12,2015-09-07,Bears,• Jalen Saunders,,signed free agent to practice squad
13,2015-09-07,Bears,• Jonathan Anderson,,signed free agent to practice squad
14,2015-09-07,Bears,• Lamin Barrow,,signed free agent to practice squad
15,2015-09-07,Bears,• Nick Becton,,signed free agent to practice squad
16,2015-09-07,Bears,• Paul Lasike,,signed free agent to practice squad
17,2015-09-07,Bears,• Terry Williams (Fitzgerald),,signed free agent to practice squad
18,2015-09-08,Bears,,• Paul Lasike,released from practice squad
19,2015-09-09,Bears,• Bronson Hill,,signed free agent to practice squad
20,2015-09-10,Bears,• A.J. Cruz,,activated from IR
21,2015-09-10,Bears,,• A.J. Cruz,waived (injury settlement)
22,2015-09-11,Bears,,• A.J. Cruz,released
23,2015-09-11,Bears,,• Sam Acho,illness (out)
24,2015-09-11,Bears,,• Tracy Porter (O'Neil),hamstring injury (out)
25,2015-09-12,Bears,,• Sam Acho,released
1,2015-09-12,Bears,• Lamin Barrow,,signed from practice squad to active roster
2,2015-09-14,Bears,,• Cornelius Washington,placed on IR with undisclosed injury
3,2015-09-14,Bears,• Sam Acho,,signed free agent
4,2015-09-15,Bears,,• David Fales,waived
5,2015-09-16,Bears,,• David Fales,released
6,2015-09-16,Bears,• Lavar Edwards,,signed free agent
7,2015-09-17,Bears,• David Fales,,signed free agent to practice squad
8,2015-09-18,Bears,,• Jonathan Bostic / Jon Bostic (b),ankle injury (out)
9,2015-09-18,Bears,,• Tracy Porter (O'Neil),hamstring injury (out)
10,2015-09-19,Bears,• Brandon Dunn,,signed from practice squad to active roster
11,2015-09-21,Bears,,• Bronson Hill,released from practice squad
12,2015-09-21,Bears,• Paul Lasike,,signed free agent to practice squad
13,2015-09-22,Bears,,• Bryce Callahan,waived
14,2015-09-22,Bears,,• Emughedi Umodu / Ify Umodu,released from practice squad
15,2015-09-22,Bears,• David Fales,,signed from practice squad to active roster
16,2015-09-22,Bears,• Demontre Hurst,,signed free agent to practice squad
17,2015-09-22,Bears,• Deonte Thompson,,signed free agent to practice squad
18,2015-09-23,Bears,,• Bryce Callahan,released
19,2015-09-24,Bears,• Bryce Callahan,,signed free agent to practice squad
20,2015-09-25,Bears,,• Alshon Jeffery,hamstring injury (out)
21,2015-09-25,Bears,,• Jay Cutler,hamstring injury (out)
22,2015-09-25,Bears,,• Lavar Edwards,waived
23,2015-09-25,Bears,• Mitch Unrein,,signed free agent
24,2015-09-28,Bears,,• Lavar Edwards,released
25,2015-09-28,Bears,• Jeremiah Ratliff / Jay Ratliff,,reinstated from suspension
1,2015-09-28,Bears,,• Jeremiah Ratliff / Jay Ratliff,placed on exempt/commissioner permission list
2,2015-09-29,Bears,,• Brock Vereen,waived
3,2015-09-29,Bears,• Chris Prosinski,,signed free agent
4,2015-09-29,Bears,• LaRoy Reynolds,,signed (from Jaguars practice squad)
5,2015-09-29,Bears,• 2016 sixth round pick (#206-Michael Thomas),• Jared Allen (Scot),trade with Panthers
6,2015-09-29,Bears,• 2016 sixth round pick (#204-Jordan Lucas),• Jonathan Bostic / Jon Bostic (b),trade with Patriots
7,2015-09-30,Bears,,• Brock Vereen,released
8,2015-10-02,Bears,,• Jermon Bushrod,concussion (out)
9,2015-10-03,Bears,,• Brandon Dunn,waived
10,2015-10-03,Bears,• Spencer Lanning,,signed free agent
11,2015-10-05,Bears,,• Brandon Dunn,released
12,2015-10-06,Bears,,• Jalen Saunders,placed on practice squad IR with undisclosed injury
13,2015-10-06,Bears,,• John Timu,waived
14,2015-10-06,Bears,,• Spencer Lanning,waived
15,2015-10-06,Bears,,• Terry Williams (Fitzgerald),released from practice squad
16,2015-10-06,Bears,,• Will Montgomery,placed on IR with fractured tibia in left leg
17,2015-10-06,Bears,• Barrett Jones,,signed free agent to practice squad
18,2015-10-06,Bears,• Brandon Dunn,,signed free agent to practice squad
19,2015-10-06,Bears,• Nick Becton,,signed from practice squad to active roster
20,2015-10-06,Bears,• Sherrod Martin,,signed free agent
21,2015-10-07,Bears,,• John Timu,released
22,2015-10-07,Bears,,• Spencer Lanning,released
23,2015-10-07,Bears,• Demontre Hurst,,signed from practice squad to active roster
24,2015-10-07,Bears,• Ryan Seymour,,signed free agent to practice squad
25,2015-10-08,Bears,• John Timu,,signed free agent to practice squad
1,2015-10-09,Bears,,• Jermon Bushrod,concussion (out)
2,2015-10-12,Bears,,• Jacquizz Rodgers,placed on IR with fractured right arm
3,2015-10-12,Bears,• Antone Smith,,signed free agent
4,2015-10-13,Bears,,• David Fales,waived
5,2015-10-13,Bears,,• Ryan Seymour,released from practice squad
6,2015-10-13,Bears,• D'Anthony Smith,,signed free agent to practice squad
7,2015-10-13,Bears,• Nathan Palmer (D.),,signed free agent to practice squad
8,2015-10-13,Bears,,• Brandon Dunn,lost off practice squad (to Texans)
9,2015-10-14,Bears,,• David Fales,released
10,2015-10-14,Bears,• Jonathan Anderson,,signed from practice squad to active roster
11,2015-10-15,Bears,• David Fales,,signed free agent to practice squad
12,2015-10-17,Bears,,• Ego Ferguson,placed on IR with knee injury
13,2015-10-17,Bears,• Bruce Gaston,,signed (from Packers practice squad)
14,2015-10-19,Bears,,• Demontre Hurst,waived
15,2015-10-20,Bears,,• Demontre Hurst,released
16,2015-10-20,Bears,• Bryce Callahan,,signed from practice squad to active roster
17,2015-10-21,Bears,• Demontre Hurst,,signed free agent to practice squad
18,2015-10-22,Bears,,• Jeremiah Ratliff / Jay Ratliff,released
19,2015-10-23,Bears,• Evander Hood / Ziggy Hood,,signed free agent
20,2015-11-03,Bears,• John Chiles,,activated from IR
21,2015-11-03,Bears,,• John Chiles,waived
22,2015-11-04,Bears,,• John Chiles,released
23,2015-11-07,Bears,,• Eddie Royal,knee injury (out)
24,2015-11-07,Bears,,• Matt Forte,knee injury (out)
25,2015-11-10,Bears,,• Tayo Fabuluje,suspended by NFL for 4 games for violation of the league's performance enhancing drug policy
1,2015-11-11,Bears,,• Jalen Saunders,suspended by NFL for 4 games
2,2015-11-11,Bears,• Deonte Thompson,,signed from practice squad to active roster
3,2015-11-11,Bears,• Martin Wallace,,signed free agent to practice squad
4,2015-11-12,Bears,,• Ego Ferguson,suspended by NFL for 4 games for violation of the league's performance enhancing drug policy
5,2015-11-13,Bears,,• Eddie Royal,knee injury (out)
6,2015-11-17,Bears,,• Terrance Mitchell,waived
7,2015-11-17,Bears,• Jacoby Glenn,,signed from practice squad to active roster
8,2015-11-18,Bears,,• Terrance Mitchell,released
9,2015-11-19,Bears,• Terrance Mitchell,,signed free agent to practice squad
10,2015-11-20,Bears,,• Eddie Royal,knee injury (out)
11,2015-11-23,Bears,,• Jimmy Clausen,waived
12,2015-11-23,Bears,,• Terrance Mitchell,released from practice squad
13,2015-11-23,Bears,• David Fales,,signed from practice squad to active roster
14,2015-11-24,Bears,• Danny Mason,,signed free agent to practice squad
15,2015-11-24,Bears,• Justin Worley,,signed free agent to practice squad
16,2015-11-25,Bears,,• Eddie Royal,knee injury (out)
17,2015-11-25,Bears,,• Ka'Deem Carey,concussion (out)
18,2015-11-25,Bears,,• Martellus Bennett,rib injury (out)
19,2015-11-28,Bears,,• Thomas Gafford,waived
20,2015-11-28,Bears,• Patrick Scales,,signed free agent
21,2015-11-30,Bears,,• Thomas Gafford,released
22,2015-11-30,Bears,• Cornelius Edison,,signed free agent to practice squad
23,2015-11-30,Bears,,• Barrett Jones,lost off practice squad (to Eagles)
24,2015-12-04,Bears,,• Marquess Wilson,foot injury (out)
25,2015-12-07,Bears,• Ego Ferguson,,reinstated from suspension
1,2015-12-07,Bears,• Jalen Saunders,,reinstated from suspension
2,2015-12-07,Bears,• Tayo Fabuluje,,reinstated from suspension
3,2015-12-07,Bears,,• Tayo Fabuluje,placed on exempt/commissioner permission list
4,2015-12-08,Bears,,• Justin Worley,released from practice squad
5,2015-12-08,Bears,,• Martellus Bennett,placed on IR with fractured ribs
6,2015-12-08,Bears,• Matt Blanchard,,signed free agent to practice squad
7,2015-12-08,Bears,• Rob Housler,,signed free agent
8,2015-12-11,Bears,,• Jalen Saunders,suspended by NFL for 10 games
9,2015-12-11,Bears,,• Marquess Wilson,foot injury (out)
10,2015-12-12,Bears,,• Marquess Wilson,placed on IR with foot injury
11,2015-12-12,Bears,• Demontre Hurst,,signed from practice squad to active roster
12,2015-12-14,Bears,,• Antrel Rolle,placed on IR with knee injury
13,2015-12-15,Bears,,• Evander Hood / Ziggy Hood,waived
14,2015-12-15,Bears,• John Timu,,signed from practice squad to active roster
15,2015-12-16,Bears,,• Evander Hood / Ziggy Hood,released
16,2015-12-16,Bears,• Marcus Lucas,,signed free agent to practice squad
17,2015-12-16,Bears,• Toby Johnson,,signed free agent to practice squad
18,2015-12-22,Bears,,• Antone Smith,waived
19,2015-12-22,Bears,,• Toby Johnson,released from practice squad
20,2015-12-22,Bears,• D'Anthony Smith,,signed from practice squad to active roster
21,2015-12-22,Bears,• De'Vante Bausby / DeVante Bausby,,signed free agent to practice squad
22,2015-12-23,Bears,,• Antone Smith,released
23,2015-12-23,Bears,• Davon Coleman,,signed free agent to practice squad
24,2015-12-30,Bears,,• Alshon Jeffery,placed on IR with hamstring injury
25,2015-12-30,Bears,,• Eddie Goldman,placed on IR with right high ankle sprain
1,2015-12-30,Bears,• Greg Scruggs,,signed free agent
2,2015-12-30,Bears,• Terry Williams (Fitzgerald),,signed free agent
3,2016-01-04,Bears,• Cornelius Edison,,re-signed to a future contract
4,2016-01-04,Bears,• Danny Mason,,re-signed to a future contract
5,2016-01-04,Bears,• De'Vante Bausby / DeVante Bausby,,re-signed to a future contract
6,2016-01-04,Bears,• Gannon Sinclair,,re-signed to a future contract
7,2016-01-04,Bears,• Jalen Saunders,,reinstated from suspension
8,2016-01-04,Bears,• Marcus Lucas,,re-signed to a future contract
9,2016-01-04,Bears,• Martin Wallace,,re-signed to a future contract
10,2016-01-04,Bears,• Matt Blanchard,,re-signed to a future contract
11,2016-01-04,Bears,• Nathan Palmer (D.),,re-signed to a future contract
12,2016-01-04,Bears,• Paul Lasike,,re-signed to a future contract
13,2016-01-11,Bears,• Dowell Loggains,,promoted to offensive coordinator
14,2016-01-11,Bears,• Keith Browner (Tellus),,signed free agent to a future contract
15,2016-01-22,Bears,• Dave Ragone,,hired as quarterbacks coach
16,2016-01-24,Bears,,• Mike Groh,resigned as wide receivers coach (date approximate)
17,2016-01-26,Bears,• Richard Hightower,,hired as assistant special teams coach
18,2016-02-01,Bears,• Levi Norwood,,signed free agent to a future contract
19,2016-02-05,Bears,,• Davon Coleman,lost off practice squad (to Buccaneers)
20,2016-02-08,Bears,• Alshon Jeffery,,activated from IR
21,2016-02-08,Bears,• Anthony Jefferson,,activated from IR
22,2016-02-08,Bears,• Antrel Rolle,,activated from IR
23,2016-02-08,Bears,• Cornelius Washington,,activated from IR
24,2016-02-08,Bears,• Eddie Goldman,,activated from IR
25,2016-02-08,Bears,• Ego Ferguson,,activated from IR
1,2016-02-08,Bears,• Jacquizz Rodgers,,activated from IR
2,2016-02-08,Bears,• Jason Weaver,,activated from IR
3,2016-02-08,Bears,• Kevin White (Romone),,activated from physically unable to perform list
4,2016-02-08,Bears,• Marquess Wilson,,activated from IR
5,2016-02-08,Bears,• Martellus Bennett,,activated from IR
6,2016-02-08,Bears,• Ryan Mundy,,activated from IR
7,2016-02-08,Bears,• Senorise Perry,,activated from IR
8,2016-02-08,Bears,• Will Montgomery,,activated from IR
9,2016-02-15,Bears,• Ben McDaniels,,hired as offensive assistant
10,2016-02-15,Bears,• Curtis Johnson Jr.,,hired as wide receivers coach
11,2016-02-15,Bears,• Pierre Ngo,,promoted to assistant strength and conditioning coach
12,2016-02-16,Bears,,• Jermon Bushrod,released (failed physical)
13,2016-02-29,Bears,• Alshon Jeffery,,designated as franchise player
14,2016-03-08,Bears,• Alshon Jeffery,,"re-signed to a 1-year, $14.6M franchise tag"
15,2016-03-09,Bears,• Nick Becton,,re-signed to a 1-year contract
16,2016-03-09,Bears,,• Alan Ball,player became an unrestricted free agent
17,2016-03-09,Bears,,• Chris Prosinski,player became an unrestricted free agent
18,2016-03-09,Bears,,• Deonte Thompson,player became an unrestricted free agent
19,2016-03-09,Bears,,• Jacquizz Rodgers,player became an unrestricted free agent
20,2016-03-09,Bears,,• Jarvis Jenkins,player became an unrestricted free agent
21,2016-03-09,Bears,,• LaRoy Reynolds,player became an unrestricted free agent
22,2016-03-09,Bears,,• Marc Mariani,player became an unrestricted free agent
23,2016-03-09,Bears,,• Matt Forte,player became an unrestricted free agent
24,2016-03-09,Bears,,• Mitch Unrein,player became an unrestricted free agent
25,2016-03-09,Bears,,• Patrick Omameh,player became an unrestricted free agent
1,2016-03-09,Bears,,• Rob Housler,player became an unrestricted free agent
