,Date,Team,Acquired,Relinquished,Notes
6,2020-04-24,Panthers,• Jeremy Chinn,,2020 NFL draft second round pick (#64 overall)
7,2020-04-24,Panthers,• Yetur Gross-Matos,,2020 NFL draft second round pick (#38 overall)
8,2020-04-25,Panthers,• Troy Pride Jr.,,2020 NFL draft fourth round pick (#113 overall)
9,2020-04-25,Panthers,• Kenny Robinson,,2020 NFL draft fifth round pick (#152 overall)
10,2020-04-25,Panthers,• Bravvion Roy,,2020 NFL draft sixth round pick (#184 overall)
11,2020-04-25,Panthers,• Stantley Thomas-Oliver III,,2020 NFL draft seventh round pick (#221 overall)
12,2020-04-27,Panthers,• Austrian Robinson,,signed undrafted free agent
13,2020-04-27,Panthers,• Branden Bowen / Brandon Bowen,,signed undrafted free agent
14,2020-04-27,Panthers,• Cam Sutton (a),,signed undrafted free agent
15,2020-04-27,Panthers,• Chris Orr,,signed undrafted free agent
16,2020-04-27,Panthers,• Colin Thompson,,signed free agent
17,2020-04-27,Panthers,• David Reese II,,signed undrafted free agent
18,2020-04-27,Panthers,• Frederick Mauigoa,,signed undrafted free agent
19,2020-04-27,Panthers,• Giovanni Ricci,,signed undrafted free agent
20,2020-04-27,Panthers,• Jason Ferris,,signed undrafted free agent
21,2020-04-27,Panthers,• Jordan Mack,,signed undrafted free agent
22,2020-04-27,Panthers,• Mike Horton (b. 1996-10-07),,signed undrafted free agent
23,2020-04-27,Panthers,• Myles Adams,,signed undrafted free agent
24,2020-04-27,Panthers,• Myles Hartsfield,,signed undrafted free agent
25,2020-04-27,Panthers,• Omar Bayless,,signed undrafted free agent
1,2020-04-27,Panthers,• Rodney Smith Jr.,,signed undrafted free agent
2,2020-04-27,Panthers,• Sam Franklin Jr.,,signed undrafted free agent
3,2020-04-27,Panthers,• Sam Tecklenburg,,signed undrafted free agent
4,2020-04-27,Panthers,• TreVontae Hights,,signed undrafted free agent
5,2020-04-30,Panthers,,• Dominique Hatfield,waived
6,2020-04-30,Panthers,,• Elliott Fry,waived
7,2020-04-30,Panthers,• DaVonte Lambert,,signed free agent to a 1-year $675K contract
8,2020-04-30,Panthers,• Derrek Thomas,,signed free agent
9,2020-04-30,Panthers,• Michael Schofield,,signed unrestricted free agent to a 1-year contract
10,2020-05-01,Panthers,• Juwann Bushell-Beatty,,signed free agent
11,2020-05-04,Panthers,,• Marcus Murphy (b. 1991-10-03),released
12,2020-05-08,Panthers,• Derrick Brown,,signed first round pick to a 4-year $23.6M contract through 2023 with a 1-year team option through 2024
13,2020-05-29,Panthers,,• Sione Teuhema,waived
14,2020-05-29,Panthers,• Eli Apple,,signed unrestricted free agent to a 1-year $3M contract
15,2020-06-01,Panthers,,• Sione Teuhema,released
16,2020-06-02,Panthers,,• Luke Kuechly,placed on reserve/retired list
17,2020-06-03,Panthers,,• Seth Devalve,released (non-football injury)
18,2020-07-21,Panthers,• Bravvion Roy,,signed sixth round pick to a 4-year $3.5M contract through 2023
19,2020-07-21,Panthers,• Jeremy Chinn,,signed second round pick to a 4-year $5.2M contract through 2023
20,2020-07-21,Panthers,• Kenny Robinson,,signed fifth round pick to a 4-year $3.6M contract through 2023
21,2020-07-21,Panthers,• Stantley Thomas-Oliver III,,signed seventh round pick to a 4-year $3.4M contract through 2023
22,2020-07-21,Panthers,• Troy Pride Jr.,,signed fourth round pick to a 4-year $4.1M contract through 2023
23,2020-07-21,Panthers,• Yetur Gross-Matos,,signed second round pick to a 4-year $8.2M contract through 2023
24,2020-07-22,Panthers,• Joseph Charlton,,signed undrafted free agent to a 3-year contract through 2022
25,2020-07-27,Panthers,,• Austrian Robinson,waived (non-football injury)
1,2020-07-27,Panthers,• Adarius Taylor,,signed free agent
2,2020-07-27,Panthers,• Kyahva Tezino,,claimed off waivers (from Patriots)
3,2020-07-28,Panthers,,• Austrian Robinson,released
4,2020-07-28,Panthers,,• Greg Little,placed on active/physically unable to perform list
5,2020-07-28,Panthers,,• Jordan Mack,placed on reserve/voluntary opt-out list (due to COVID-19 coronavirus)
6,2020-07-28,Panthers,,• Juwann Bushell-Beatty,waived (non-football injury)
7,2020-07-28,Panthers,,• Michael Palardy,placed on reserve/non-football injury list with torn ACL kn knee
8,2020-07-29,Panthers,,• Juwann Bushell-Beatty,released
9,2020-07-30,Panthers,,• Chris Smith (b. 1992-02-11),released
10,2020-07-30,Panthers,,• Graham Gano,released
11,2020-08-01,Panthers,,• Damion Jeanpiere Jr.,waived
12,2020-08-01,Panthers,,• Frederick Mauigoa,waived
13,2020-08-01,Panthers,,• Jason Ferris,waived-injured
14,2020-08-01,Panthers,,• Rodney Smith Jr.,waived
15,2020-08-01,Panthers,,• Tyler Marz,waived
16,2020-08-02,Panthers,,• Damion Jeanpiere Jr.,released
17,2020-08-02,Panthers,,• Frederick Mauigoa,released
18,2020-08-02,Panthers,,• Jason Ferris,placed on IR with undisclosed injury
19,2020-08-02,Panthers,,• Rodney Smith Jr.,released
20,2020-08-02,Panthers,,• Tyler Marz,released
21,2020-08-03,Panthers,,• Christian Miller,placed on reserve/voluntary opt-out list (due to COVID-19 coronavirus)
22,2020-08-04,Panthers,• Trenton Cannon,,claimed off waivers (from Jets)
23,2020-08-09,Panthers,,• TreVontae Hights,waived
24,2020-08-09,Panthers,• Bruce Hector,,claimed off waivers (from Eagles)
25,2020-08-10,Panthers,,• TreVontae Hights,released
1,2020-08-16,Panthers,,• Cam Sutton (a),waived
2,2020-08-16,Panthers,,• DeAndrew White,released
3,2020-08-16,Panthers,,• Kyahva Tezino,waived
4,2020-08-16,Panthers,• Andrew Vollert,,signed free agent
5,2020-08-16,Panthers,• Marken Michel,,signed free agent
6,2020-08-16,Panthers,• Tommylee Lewis,,signed free agent
7,2020-08-16,Panthers,• Jason Ferris,,activated from IR
8,2020-08-16,Panthers,,• Jason Ferris,waived
9,2020-08-17,Panthers,,• Cam Sutton (a),released
10,2020-08-17,Panthers,,• Jason Ferris,released
11,2020-08-17,Panthers,,• Kyahva Tezino,released
12,2020-08-17,Panthers,• Jalen Jelks,,claimed off waivers (from Cowboys)
13,2020-08-20,Panthers,,• Andrew Vollert,waived
14,2020-08-20,Panthers,• Kaare Vedvik,,claimed off waivers (from Bills)
15,2020-08-20,Panthers,,• Kaare Vedvik,placed on exempt/commissioner permission list
16,2020-08-22,Panthers,,• David Reese II,waived
17,2020-08-22,Panthers,• Julian Stanford,,signed unrestricted free agent
18,2020-08-23,Panthers,,• David Reese II,released
19,2020-08-23,Panthers,,• Jordan Scarlett,waived
20,2020-08-23,Panthers,• Kaare Vedvik,,activated from exempt/commissioner permission list
21,2020-08-24,Panthers,,• Jordan Scarlett,released
22,2020-08-25,Panthers,,• Omar Bayless,surgery on knee to remove loose cartilage (out indefinitely)
23,2020-08-26,Panthers,,• Derrek Thomas,waived-injured
24,2020-08-26,Panthers,,• Omar Bayless,placed on IR recovering from surgery on knee to remove loose cartilage
25,2020-08-26,Panthers,• Cam Phillips,,signed free agent
1,2020-08-26,Panthers,• Darrell Stewart,,signed free agent
2,2020-08-27,Panthers,,• Derrek Thomas,placed on IR with undisclosed injury
3,2020-08-28,Panthers,,• Cole Luke,waived
4,2020-08-28,Panthers,,• DaVonte Lambert,waived
5,2020-08-28,Panthers,• Austin Larkin,,signed free agent
6,2020-08-28,Panthers,• Jameson Houston,,signed free agent
7,2020-08-29,Panthers,,• Cole Luke,released
8,2020-08-29,Panthers,,• DaVonte Lambert,released
9,2020-08-30,Panthers,,• Derrek Thomas,placed on reserve/COVID-19 list
10,2020-08-31,Panthers,• 2023 conditional seventh round pick (not exercised),• Andre Smith Jr.,trade with Bills
11,2020-09-01,Panthers,,• Chris Reed (b. 1992-07-22),placed on reserve/COVID-19 list
12,2020-09-02,Panthers,,• Tommylee Lewis,waived-injured
13,2020-09-02,Panthers,• James Onwualu,,signed unrestricted free agent to a 1-year contract
14,2020-09-03,Panthers,,• Tommylee Lewis,placed on IR with hamstring injury
15,2020-09-04,Panthers,• Tommylee Lewis,,activated from IR
16,2020-09-04,Panthers,,• Tommylee Lewis,waived (injury settlement)
17,2020-09-05,Panthers,,• Aaron Monteiro,waived
18,2020-09-05,Panthers,,• Austin Larkin,waived
19,2020-09-05,Panthers,,• Branden Bowen / Brandon Bowen,waived
20,2020-09-05,Panthers,,• Bruce Hector,waived
21,2020-09-05,Panthers,,• Cam Phillips,waived
22,2020-09-05,Panthers,,• Chris Orr,waived
23,2020-09-05,Panthers,,• Colin Thompson,waived
24,2020-09-05,Panthers,,• Darrell Stewart,waived
25,2020-09-05,Panthers,,• Giovanni Ricci,waived
1,2020-09-05,Panthers,,• Ishmael Hyman,waived
2,2020-09-05,Panthers,,• Jalen Jelks,waived
3,2020-09-05,Panthers,,• James Onwualu,waived
4,2020-09-05,Panthers,,• Jameson Houston,waived
5,2020-09-05,Panthers,,• Jordan Kunaszyk,waived
6,2020-09-05,Panthers,,• Kaare Vedvik,waived
7,2020-09-05,Panthers,,• Marken Michel,waived
8,2020-09-05,Panthers,,• Mike Horton (b. 1996-10-07),waived
9,2020-09-05,Panthers,,• Myles Adams,waived
10,2020-09-05,Panthers,,• Natrell Jamerson,waived
11,2020-09-05,Panthers,,• Quin Blanding,waived
12,2020-09-05,Panthers,,• Reggie Bonnafon,waived
13,2020-09-05,Panthers,,• Sam Tecklenburg,waived
14,2020-09-05,Panthers,,• T.J. Green,released
15,2020-09-05,Panthers,,• Temarrick Hemingway,released
16,2020-09-05,Panthers,,• Woodrow Hamilton IV,waived
17,2020-09-06,Panthers,,• Efe Obada,waived
18,2020-09-06,Panthers,,• Kenny Robinson,waived
19,2020-09-06,Panthers,,• Matt Kaskey,waived
20,2020-09-06,Panthers,• Rasul Douglas,,claimed off waivers (from Eagles)
21,2020-09-06,Panthers,• Shareef Miller,,claimed off waivers (from Eagles)
22,2020-09-06,Panthers,,• Aaron Monteiro,released
23,2020-09-06,Panthers,,• Austin Larkin,released
24,2020-09-06,Panthers,,• Bruce Hector,released
25,2020-09-06,Panthers,,• Cam Phillips,released
1,2020-09-06,Panthers,,• Chris Orr,released
2,2020-09-06,Panthers,,• Colin Thompson,released
3,2020-09-06,Panthers,,• Darrell Stewart,released
4,2020-09-06,Panthers,,• Giovanni Ricci,released
5,2020-09-06,Panthers,,• Ishmael Hyman,released
6,2020-09-06,Panthers,,• Jalen Jelks,released
7,2020-09-06,Panthers,,• James Onwualu,released
8,2020-09-06,Panthers,,• Jameson Houston,released
9,2020-09-06,Panthers,,• Jordan Kunaszyk,released
10,2020-09-06,Panthers,,• Kaare Vedvik,released
11,2020-09-06,Panthers,,• Marken Michel,released
12,2020-09-06,Panthers,,• Mike Horton (b. 1996-10-07),released
13,2020-09-06,Panthers,,• Myles Adams,released
14,2020-09-06,Panthers,,• Natrell Jamerson,released
15,2020-09-06,Panthers,,• Quin Blanding,released
16,2020-09-06,Panthers,,• Reggie Bonnafon,released
17,2020-09-06,Panthers,,• Sam Tecklenburg,released
18,2020-09-06,Panthers,,• Tommylee Lewis,released
19,2020-09-06,Panthers,,• Woodrow Hamilton IV,released
20,2020-09-06,Panthers,• Trenton Scott / Trent Scott,,claimed off waivers (from Chargers)
21,2020-09-07,Panthers,,• Eli Apple,placed on IR with ankle/foot injury
22,2020-09-07,Panthers,,• Keith Kirkwood,placed on IR with fractured clavicle
23,2020-09-07,Panthers,,• Efe Obada,released
24,2020-09-07,Panthers,,• Kenny Robinson,released
25,2020-09-07,Panthers,,• Matt Kaskey,released
1,2020-09-07,Panthers,• Austin Larkin,,signed free agent to practice squad
2,2020-09-07,Panthers,• Bruce Hector,,signed free agent to practice squad
3,2020-09-07,Panthers,• Chris Orr,,signed free agent to practice squad
4,2020-09-07,Panthers,• Colin Thompson,,signed free agent
5,2020-09-07,Panthers,• Giovanni Ricci,,signed free agent to practice squad
6,2020-09-07,Panthers,• Ishmael Hyman,,signed free agent to practice squad
7,2020-09-07,Panthers,• Kaare Vedvik,,signed free agent to practice squad
8,2020-09-07,Panthers,• Kenny Robinson,,signed free agent to practice squad
9,2020-09-07,Panthers,• Marken Michel,,signed free agent to practice squad
10,2020-09-07,Panthers,• Matt Kaskey,,signed free agent to practice squad
11,2020-09-07,Panthers,• Mike Horton (b. 1996-10-07),,signed free agent to practice squad
12,2020-09-07,Panthers,• Myles Adams,,signed free agent to practice squad
13,2020-09-07,Panthers,• Natrell Jamerson,,signed free agent to practice squad
14,2020-09-07,Panthers,• Reggie Bonnafon,,signed free agent to practice squad
15,2020-09-07,Panthers,• Sam Tecklenburg,,signed free agent to practice squad
16,2020-09-07,Panthers,• Woodrow Hamilton IV,,signed free agent to practice squad
17,2020-09-08,Panthers,• Clay Johnston,,signed free agent to practice squad
18,2020-09-08,Panthers,• Efe Obada,,signed free agent
19,2020-09-08,Panthers,• Derrek Thomas,,activated from reserve/COVID-19 list
20,2020-09-08,Panthers,,• Derrek Thomas,waived (injury settlement)
21,2020-09-09,Panthers,,• Derrek Thomas,released
22,2020-09-09,Panthers,,• Natrell Jamerson,placed on reserve/practice squad COVID-19 list
23,2020-09-11,Panthers,,• Dennis Daley,ankle injury (out)
24,2020-09-11,Panthers,• T.J. Green,,signed free agent to practice squad
25,2020-09-15,Panthers,,• Kaare Vedvik,released from practice squad
1,2020-09-16,Panthers,• Aaron Monteiro,,signed free agent to practice squad
2,2020-09-18,Panthers,,• Dennis Daley,ankle injury (out)
3,2020-09-18,Panthers,,• Kawann Short,foot injury (out)
4,2020-09-18,Panthers,,• Myles Adams,released from practice squad
5,2020-09-18,Panthers,,• Yetur Gross-Matos,concussion (out)
6,2020-09-18,Panthers,• Hakeem Butler,,signed free agent to practice squad
7,2020-09-19,Panthers,,• Aaron Monteiro,released from practice squad
8,2020-09-19,Panthers,,• T.J. Green,released from practice squad
9,2020-09-19,Panthers,• Kai Forbath,,signed free agent to practice squad
10,2020-09-19,Panthers,• Trumaine Johnson (Monte),,signed free agent to practice squad
11,2020-09-19,Panthers,• Woodrow Hamilton IV,,activated from practice squad
12,2020-09-21,Panthers,,• Kai Forbath,released from practice squad
13,2020-09-21,Panthers,• Aaron Monteiro,,signed free agent to practice squad
14,2020-09-21,Panthers,• Woodrow Hamilton IV,,reverted back to practice squad
15,2020-09-23,Panthers,,• Christian McCaffrey,placed on IR with right high ankle sprain
16,2020-09-23,Panthers,• Chris Reed (b. 1992-07-22),,activated from reserve/COVID-19 list
17,2020-09-25,Panthers,,• Trumaine Johnson (Monte),released from practice squad
18,2020-09-25,Panthers,• Kai Forbath,,signed free agent to practice squad
19,2020-09-26,Panthers,• Reggie Bonnafon,,activated from practice squad
20,2020-09-28,Panthers,,• Kai Forbath,released from practice squad
21,2020-09-28,Panthers,• Reggie Bonnafon,,reverted back to practice squad
22,2020-09-29,Panthers,• Natrell Jamerson,,activated from practice squad IR
23,2020-09-30,Panthers,,• Hakeem Butler,lost off practice squad (to Eagles)
24,2020-10-01,Panthers,• Pete Guerriero,,signed free agent to practice squad
25,2020-10-03,Panthers,,• Shareef Miller,waived
1,2020-10-03,Panthers,• Chris Orr,,activated from practice squad
2,2020-10-03,Panthers,• Eli Apple,,activated from IR
3,2020-10-03,Panthers,• Reggie Bonnafon,,activated from practice squad
4,2020-10-05,Panthers,,• Shareef Miller,released
5,2020-10-05,Panthers,• Chris Orr,,reverted back to practice squad
6,2020-10-05,Panthers,• Reggie Bonnafon,,reverted back to practice squad
7,2020-10-06,Panthers,,• Reggie Bonnafon,placed on practice squad IR with ankle injury
8,2020-10-09,Panthers,,• Eli Apple,hamstring injury (out)
9,2020-10-12,Panthers,• Rodney Smith Jr.,,signed free agent to practice squad
10,2020-10-15,Panthers,,• Kawann Short,placed on IR with surgery on right shoulder
11,2020-10-16,Panthers,,• Tyler Larsen,placed on reserve/COVID-19 list
12,2020-10-16,Panthers,,• Yetur Gross-Matos,placed on IR with ankle injury
13,2020-10-17,Panthers,• Austin Larkin,,signed from practice squad to active roster
14,2020-10-17,Panthers,• Keith Kirkwood,,activated from IR
15,2020-10-17,Panthers,• Woodrow Hamilton IV,,signed from practice squad to active roster
16,2020-10-19,Panthers,,• Michael Schofield,placed on reserve/COVID-19 list
17,2020-10-20,Panthers,,• Juston Burris,placed on IR with rib injury
18,2020-10-20,Panthers,,• Keith Kirkwood,placed on IR with left clavicle injury
19,2020-10-20,Panthers,• Greg Roberts (b. 1996-03-21),,signed free agent to practice squad
20,2020-10-20,Panthers,• Josh Hawkins,,signed free agent to practice squad
21,2020-10-20,Panthers,• Kenny Robinson,,signed from practice squad to active roster
22,2020-10-20,Panthers,• Michael Warren II / Mike Warren II,,signed free agent to practice squad
23,2020-10-20,Panthers,• Mike Panasiuk,,signed free agent to practice squad
24,2020-10-20,Panthers,• Sam Tecklenburg,,signed from practice squad to active roster
25,2020-10-21,Panthers,,• Joey Slye,placed on reserve/COVID-19 list
1,2020-10-21,Panthers,,• Trenton Scott / Trent Scott,placed on reserve/COVID-19 list
2,2020-10-22,Panthers,,• Michael Warren II / Mike Warren II,released from practice squad
3,2020-10-23,Panthers,,• Rasul Douglas,placed on reserve/COVID-19 list
4,2020-10-23,Panthers,• Joey Slye,,activated from reserve/COVID-19 list
5,2020-10-23,Panthers,• Trenton Scott / Trent Scott,,activated from reserve/COVID-19 list
6,2020-10-23,Panthers,• Sean Chandler,,signed (from Giants practice squad)
7,2020-10-23,Panthers,,• Sean Chandler,placed on exempt/commissioner permission list
8,2020-10-24,Panthers,• Marken Michel,,activated from practice squad
9,2020-10-24,Panthers,• Mike Horton (b. 1996-10-07),,activated from practice squad
10,2020-10-24,Panthers,• Taylor Bertolet,,signed free agent to practice squad
11,2020-10-26,Panthers,,• Josh Hawkins,released from practice squad
12,2020-10-26,Panthers,,• Seth Roberts,released
13,2020-10-26,Panthers,• Marken Michel,,reverted back to practice squad
14,2020-10-26,Panthers,• Mike Horton (b. 1996-10-07),,reverted back to practice squad
15,2020-10-26,Panthers,• Sean Chandler,,activated from exempt/commissioner permission list
16,2020-10-27,Panthers,,• Eli Apple,released
17,2020-10-29,Panthers,• Marken Michel,,activated from practice squad
18,2020-10-29,Panthers,• Mike Horton (b. 1996-10-07),,activated from practice squad
19,2020-10-29,Panthers,• Natrell Jamerson,,activated from practice squad
20,2020-10-30,Panthers,• Marken Michel,,reverted back to practice squad
21,2020-10-30,Panthers,• Mike Horton (b. 1996-10-07),,reverted back to practice squad
22,2020-10-30,Panthers,• Natrell Jamerson,,reverted back to practice squad
23,2020-11-02,Panthers,,• Taylor Bertolet,released from practice squad
24,2020-11-02,Panthers,• Shelton Gibson,,signed free agent to practice squad
25,2020-11-02,Panthers,• Rasul Douglas,,activated from reserve/COVID-19 list
1,2020-11-02,Panthers,,• Rasul Douglas,placed on exempt/COVID-19 list
2,2020-11-04,Panthers,,• Tyler Larsen,placed on exempt/COVID-19 list
3,2020-11-04,Panthers,• Rasul Douglas,,activated from exempt/COVID-19 list
4,2020-11-04,Panthers,• Seth Devalve,,signed free agent to practice squad
5,2020-11-04,Panthers,• Michael Schofield,,activated from reserve/COVID-19 list
6,2020-11-04,Panthers,• Tyler Larsen,,activated from reserve/COVID-19 list
7,2020-11-04,Panthers,,• Michael Schofield,placed on exempt/COVID-19 list
8,2020-11-05,Panthers,,• Sam Tecklenburg,waived
9,2020-11-06,Panthers,,• Sam Tecklenburg,released
10,2020-11-07,Panthers,,• Greg Roberts (b. 1996-03-21),released from practice squad
11,2020-11-07,Panthers,,• Pete Guerriero,released from practice squad
12,2020-11-07,Panthers,,• Woodrow Hamilton IV,waived
13,2020-11-07,Panthers,• Bruce Hector,,activated from practice squad
14,2020-11-07,Panthers,• Christian McCaffrey,,activated from IR
15,2020-11-07,Panthers,• Marken Michel,,activated from practice squad
16,2020-11-07,Panthers,• Michael Schofield,,activated from exempt/COVID-19 list
17,2020-11-07,Panthers,• Sam Tecklenburg,,signed free agent to practice squad
18,2020-11-07,Panthers,• Taylor Bertolet,,signed free agent to practice squad
19,2020-11-07,Panthers,• Tyler Larsen,,placed on exempt/COVID-19 list
20,2020-11-07,Panthers,• Yetur Gross-Matos,,activated from IR
21,2020-11-09,Panthers,,• Woodrow Hamilton IV,released
22,2020-11-09,Panthers,• Bruce Hector,,reverted back to practice squad
23,2020-11-09,Panthers,• Marken Michel,,reverted back to practice squad
24,2020-11-10,Panthers,,• Mike Panasiuk,released from practice squad
25,2020-11-10,Panthers,,• Taylor Bertolet,released from practice squad
1,2020-11-10,Panthers,• Reggie Bonnafon,,activated from practice squad IR
2,2020-11-10,Panthers,• Woodrow Hamilton IV,,signed free agent to practice squad
3,2020-11-11,Panthers,,• Adarius Taylor,placed on IR with groin injury
4,2020-11-11,Panthers,• Mike Panasiuk,,signed free agent to practice squad
5,2020-11-11,Panthers,• Reggie Bonnafon,,signed from practice squad to active roster
6,2020-11-13,Panthers,,• Christian McCaffrey,shoulder injury (out)
7,2020-11-13,Panthers,,• Reggie Bonnafon,placed on IR with ankle injury
8,2020-11-13,Panthers,,• Russell Okung,calf injury (out)
9,2020-11-13,Panthers,,• Stephen Weatherly,placed on IR with finger injury
10,2020-11-14,Panthers,• Bruce Hector,,activated from practice squad
11,2020-11-14,Panthers,• Chris Orr,,activated from practice squad
12,2020-11-14,Panthers,• Juston Burris,,activated from IR
13,2020-11-14,Panthers,• Rodney Smith Jr.,,signed from practice squad to active roster
14,2020-11-14,Panthers,• Taylor Bertolet,,signed free agent to practice squad
15,2020-11-16,Panthers,,• Taylor Bertolet,released from practice squad
16,2020-11-16,Panthers,• Bruce Hector,,reverted back to practice squad
17,2020-11-16,Panthers,• Chris Orr,,reverted back to practice squad
18,2020-11-16,Panthers,• Tommy Stevens,,signed free agent to practice squad
19,2020-11-17,Panthers,,• Seth Devalve,released from practice squad
20,2020-11-18,Panthers,• Jonathan Wynn,,signed free agent to practice squad
21,2020-11-20,Panthers,,• Christian McCaffrey,shoulder injury (out)
22,2020-11-20,Panthers,,• Shelton Gibson,released from practice squad
23,2020-11-21,Panthers,,• Sean Chandler,waived
24,2020-11-21,Panthers,• Chris Orr,,signed from practice squad to active roster
25,2020-11-21,Panthers,• Daniel Bituli,,signed free agent to practice squad
1,2020-11-21,Panthers,• Natrell Jamerson,,activated from practice squad
2,2020-11-21,Panthers,• Taylor Bertolet,,signed free agent to practice squad
3,2020-11-23,Panthers,• Natrell Jamerson,,reverted back to practice squad
4,2020-11-24,Panthers,,• Taylor Bertolet,released from practice squad
5,2020-11-24,Panthers,• Sean Chandler,,signed free agent to practice squad
6,2020-11-27,Panthers,,• Dennis Daley,concussion (out)
7,2020-11-28,Panthers,,• Ishmael Hyman,placed on practice squad IR with undisclosed injury
8,2020-11-28,Panthers,• Natrell Jamerson,,activated from practice squad
9,2020-11-28,Panthers,• Taylor Bertolet,,signed free agent to practice squad
10,2020-11-30,Panthers,,• Yetur Gross-Matos,placed on reserve/COVID-19 list
11,2020-11-30,Panthers,• Natrell Jamerson,,reverted back to practice squad
12,2020-12-01,Panthers,,• Taylor Bertolet,released from practice squad
13,2020-12-04,Panthers,,• Bruce Hector,placed on reserve/practice squad COVID-19 list
14,2020-12-04,Panthers,• Shelton Gibson,,signed free agent to practice squad
15,2020-12-07,Panthers,,• Curtis Samuel,placed on reserve/COVID-19 list
16,2020-12-07,Panthers,,• D.J. Moore (Jr.),placed on reserve/COVID-19 list
17,2020-12-07,Panthers,,• Derrick Brown,placed on reserve/COVID-19 list
18,2020-12-07,Panthers,,• Greg Little,placed on reserve/COVID-19 list
19,2020-12-07,Panthers,,• Ishmael Hyman,placed on reserve/practice squad COVID-19 list
20,2020-12-07,Panthers,,• Michael Palardy,placed on reserve/COVID-19 list
21,2020-12-07,Panthers,,• Shaq Thompson,placed on reserve/COVID-19 list
22,2020-12-07,Panthers,,• Zach Kerr,placed on reserve/COVID-19 list
23,2020-12-09,Panthers,• Greg Little,,activated from reserve/COVID-19 list
24,2020-12-09,Panthers,• Lirim Hajrullahu,,signed free agent to practice squad
25,2020-12-10,Panthers,• Yetur Gross-Matos,,activated from reserve/COVID-19 list
1,2020-12-11,Panthers,,• Dennis Daley,concussion (out)
2,2020-12-11,Panthers,• Amara Darboh,,signed free agent to practice squad
3,2020-12-11,Panthers,• Curtis Samuel,,activated from reserve/COVID-19 list
4,2020-12-11,Panthers,• Derrick Brown,,activated from reserve/COVID-19 list
5,2020-12-11,Panthers,• Michael Palardy,,activated from reserve/COVID-19 list
6,2020-12-11,Panthers,• Natrell Jamerson,,signed from practice squad to active roster
7,2020-12-11,Panthers,• Shaq Thompson,,activated from reserve/COVID-19 list
8,2020-12-12,Panthers,,• Chris Orr,waived
9,2020-12-12,Panthers,• Adarius Taylor,,activated from IR
10,2020-12-12,Panthers,• Marken Michel,,activated from practice squad
11,2020-12-12,Panthers,• Mike Panasiuk,,activated from practice squad
12,2020-12-12,Panthers,• Woodrow Hamilton IV,,signed from practice squad to active roster
13,2020-12-14,Panthers,,• Chris Orr,released
14,2020-12-14,Panthers,,• Shelton Gibson,released from practice squad
15,2020-12-14,Panthers,• Marken Michel,,reverted back to practice squad
16,2020-12-14,Panthers,• Mike Panasiuk,,reverted back to practice squad
17,2020-12-14,Panthers,• Ventell Bryant,,signed free agent to practice squad
18,2020-12-15,Panthers,,• Lirim Hajrullahu,released from practice squad
19,2020-12-15,Panthers,• Bruce Hector,,activated from practice squad IR
20,2020-12-15,Panthers,• Chris Orr,,signed free agent to practice squad
21,2020-12-16,Panthers,,• Curtis Samuel,"fined $10,000 by team for breaking COVID-19 protocols"
22,2020-12-16,Panthers,,• D.J. Moore (Jr.),"fined $10,000 by team for breaking COVID-19 protocols"
23,2020-12-16,Panthers,,• Derrick Brown,"fined $10,000 by team for breaking COVID-19 protocols"
24,2020-12-16,Panthers,,• Shaq Thompson,"fined $10,000 (by team?) for breaking COVID-19 protocols"
25,2020-12-16,Panthers,• D.J. Moore (Jr.),,activated from reserve/COVID-19 list
1,2020-12-16,Panthers,,• D.J. Moore (Jr.),placed on exempt/COVID-19 list
2,2020-12-17,Panthers,,• Greg Little,placed on IR with ankle injury
3,2020-12-17,Panthers,• D.J. Moore (Jr.),,activated from exempt/COVID-19 list
4,2020-12-19,Panthers,• Aaron Monteiro,,activated from practice squad
5,2020-12-19,Panthers,• Matt Kaskey,,activated from practice squad
6,2020-12-21,Panthers,,• Marty Hurney,fired as general manager
7,2020-12-21,Panthers,• Aaron Monteiro,,reverted back to practice squad
8,2020-12-21,Panthers,• Matt Kaskey,,reverted back to practice squad
9,2020-12-22,Panthers,,• Dennis Daley,placed on IR with concussion
10,2020-12-22,Panthers,• Ishmael Hyman,,activated from practice squad IR
11,2020-12-22,Panthers,• Zach Kerr,,activated from reserve/COVID-19 list
12,2020-12-22,Panthers,,• Zach Kerr,placed on exempt/commissioner permission list
13,2020-12-24,Panthers,• Zach Kerr,,activated from exempt/commissioner permission list
14,2020-12-26,Panthers,• Clay Johnston,,activated from practice squad
15,2020-12-26,Panthers,• Matt Kaskey,,activated from practice squad
16,2020-12-28,Panthers,,• Trenton Scott / Trent Scott,placed on IR with shoulder injury
17,2020-12-28,Panthers,• Clay Johnston,,reverted back to practice squad
18,2020-12-28,Panthers,• Matt Kaskey,,reverted back to practice squad
19,2020-12-28,Panthers,• Matt Kaskey,,signed from practice squad to active roster
20,2021-01-02,Panthers,,• Troy Pride Jr.,placed on IR with hip injury
21,2021-01-02,Panthers,• Aaron Monteiro,,activated from practice squad
22,2021-01-02,Panthers,• Clay Johnston,,activated from practice squad
23,2021-01-02,Panthers,• Tommy Stevens,,signed from practice squad to active roster
24,2021-01-04,Panthers,• Amara Darboh,,re-signed to a future contract
25,2021-01-04,Panthers,• Chris Orr,,re-signed to a future contract
1,2021-01-04,Panthers,• Clay Johnston,,re-signed to a future contract
